Area,Main means of travel to education,Age group,Sex,Year,Value,Flags
"Tauranga City","Walk or jog","Total people - age group","Total people - sex","2018",3849,
"Tauranga City","Public bus","Total people - age group","Total people - sex","2018",1218,
"Tauranga City","Train","Total people - age group","Total people - sex","2018",0,
"Rotorua District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",13524,
"Rotorua District","Study at home","Total people - age group","Total people - sex","2018",993,
"Rotorua District","Bicycle","Total people - age group","Total people - sex","2018",468,
"Rotorua District","Walk or jog","Total people - age group","Total people - sex","2018",1995,
"Rotorua District","Public bus","Total people - age group","Total people - sex","2018",420,
"Rotorua District","Train","Total people - age group","Total people - sex","2018",6,
"Whakatane District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",6366,
"Whakatane District","Study at home","Total people - age group","Total people - sex","2018",483,
"Whakatane District","Bicycle","Total people - age group","Total people - sex","2018",195,
"Whakatane District","Walk or jog","Total people - age group","Total people - sex","2018",990,
"Whakatane District","Public bus","Total people - age group","Total people - sex","2018",63,
"Whakatane District","Train","Total people - age group","Total people - sex","2018",0,
"Kawerau District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",930,
"Kawerau District","Study at home","Total people - age group","Total people - sex","2018",108,
"Kawerau District","Bicycle","Total people - age group","Total people - sex","2018",39,
"Kawerau District","Walk or jog","Total people - age group","Total people - sex","2018",273,
"Kawerau District","Public bus","Total people - age group","Total people - sex","2018",12,
"Kawerau District","Train","Total people - age group","Total people - sex","2018",0,
"Opotiki District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1194,
"Opotiki District","Study at home","Total people - age group","Total people - sex","2018",99,
"Opotiki District","Bicycle","Total people - age group","Total people - sex","2018",27,
"Opotiki District","Walk or jog","Total people - age group","Total people - sex","2018",189,
"Opotiki District","Public bus","Total people - age group","Total people - sex","2018",15,
"Opotiki District","Train","Total people - age group","Total people - sex","2018",3,
"Gisborne District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",8976,
"Gisborne District","Study at home","Total people - age group","Total people - sex","2018",708,
"Gisborne District","Bicycle","Total people - age group","Total people - sex","2018",327,
"Gisborne District","Walk or jog","Total people - age group","Total people - sex","2018",1356,
"Gisborne District","Public bus","Total people - age group","Total people - sex","2018",84,
"Gisborne District","Train","Total people - age group","Total people - sex","2018",0,
"Wairoa District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1245,
"Wairoa District","Study at home","Total people - age group","Total people - sex","2018",177,
"Wairoa District","Bicycle","Total people - age group","Total people - sex","2018",30,
"Wairoa District","Walk or jog","Total people - age group","Total people - sex","2018",237,
"Wairoa District","Public bus","Total people - age group","Total people - sex","2018",6,
"Wairoa District","Train","Total people - age group","Total people - sex","2018",0,
"Hastings District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",14316,
"Hastings District","Study at home","Total people - age group","Total people - sex","2018",1113,
"Hastings District","Bicycle","Total people - age group","Total people - sex","2018",732,
"Hastings District","Walk or jog","Total people - age group","Total people - sex","2018",2586,
"Hastings District","Public bus","Total people - age group","Total people - sex","2018",273,
"Hastings District","Train","Total people - age group","Total people - sex","2018",3,
"Napier City","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",12453,
"Napier City","Study at home","Total people - age group","Total people - sex","2018",933,
"Napier City","Bicycle","Total people - age group","Total people - sex","2018",687,
"Napier City","Walk or jog","Total people - age group","Total people - sex","2018",2310,
"Napier City","Public bus","Total people - age group","Total people - sex","2018",468,
"Napier City","Train","Total people - age group","Total people - sex","2018",3,
"Central Hawke's Bay District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",2217,
"Central Hawke's Bay District","Study at home","Total people - age group","Total people - sex","2018",210,
"Central Hawke's Bay District","Bicycle","Total people - age group","Total people - sex","2018",57,
"Central Hawke's Bay District","Walk or jog","Total people - age group","Total people - sex","2018",417,
"Central Hawke's Bay District","Public bus","Total people - age group","Total people - sex","2018",15,
"Central Hawke's Bay District","Train","Total people - age group","Total people - sex","2018",3,
"New Plymouth District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",16485,
"New Plymouth District","Study at home","Total people - age group","Total people - sex","2018",1506,
"New Plymouth District","Bicycle","Total people - age group","Total people - sex","2018",852,
"New Plymouth District","Walk or jog","Total people - age group","Total people - sex","2018",2778,
"New Plymouth District","Public bus","Total people - age group","Total people - sex","2018",441,
"New Plymouth District","Train","Total people - age group","Total people - sex","2018",0,
"Stratford District","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1899,
"Stratford District","Study at home","Total people - age group","Total people - sex","2018",186,
"Stratford District","Bicycle","Total people - age group","Total people - sex","2018",21,
"Stratford District","Walk or jog","Total people - age group","Total people - sex","2018",207,
"Stratford District","Public bus","Total people - age group","Total people - sex","2018",6,
"Stratford District","Train","Total people - age group","Total people - sex","2018",0,
