Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Bays Waiheke Island","Work at home","Total people - age group","Total people - sex","2018",,c
"Bays Waiheke Island","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Bays Waiheke Island","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Bays Waiheke Island","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Bays Waiheke Island","Public bus","Total people - age group","Total people - sex","2018",,c
"Bays Waiheke Island","Train","Total people - age group","Total people - sex","2018",,c
"Sylvia Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",93,
"Sylvia Park","Work at home","Total people - age group","Total people - sex","2018",0,
"Sylvia Park","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",45,
"Sylvia Park","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",9,
"Sylvia Park","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Sylvia Park","Public bus","Total people - age group","Total people - sex","2018",12,
"Sylvia Park","Train","Total people - age group","Total people - sex","2018",9,
"Mangere Mountain View","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1851,
"Mangere Mountain View","Work at home","Total people - age group","Total people - sex","2018",96,
"Mangere Mountain View","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1260,
"Mangere Mountain View","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",192,
"Mangere Mountain View","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",114,
"Mangere Mountain View","Public bus","Total people - age group","Total people - sex","2018",87,
"Mangere Mountain View","Train","Total people - age group","Total people - sex","2018",30,
"Surfdale","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1146,
"Surfdale","Work at home","Total people - age group","Total people - sex","2018",192,
"Surfdale","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",456,
"Surfdale","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",75,
"Surfdale","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",69,
"Surfdale","Public bus","Total people - age group","Total people - sex","2018",24,
"Surfdale","Train","Total people - age group","Total people - sex","2018",3,
"Mount Wellington Industrial","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",18,
"Mount Wellington Industrial","Work at home","Total people - age group","Total people - sex","2018",,c
"Mount Wellington Industrial","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",9,
"Mount Wellington Industrial","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Mount Wellington Industrial","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Mount Wellington Industrial","Public bus","Total people - age group","Total people - sex","2018",,c
"Mount Wellington Industrial","Train","Total people - age group","Total people - sex","2018",,c
"Half Moon Bay West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1488,
"Half Moon Bay West","Work at home","Total people - age group","Total people - sex","2018",153,
"Half Moon Bay West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",936,
"Half Moon Bay West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",219,
"Half Moon Bay West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Half Moon Bay West","Public bus","Total people - age group","Total people - sex","2018",27,
"Eastern Beach","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1080,
"Eastern Beach","Work at home","Total people - age group","Total people - sex","2018",123,
"Eastern Beach","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",675,
"Eastern Beach","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",153,
"Eastern Beach","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Eastern Beach","Public bus","Total people - age group","Total people - sex","2018",39,
"Eastern Beach","Train","Total people - age group","Total people - sex","2018",15,
"Eastern Beach","Bicycle","Total people - age group","Total people - sex","2018",3,
"Eastern Beach","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Eastern Beach","Ferry","Total people - age group","Total people - sex","2018",36,
"Favona North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1176,
"Favona North","Work at home","Total people - age group","Total people - sex","2018",72,
"Favona North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",813,
"Favona North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",69,
"Favona North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",93,
"Favona North","Public bus","Total people - age group","Total people - sex","2018",48,
"Bucklands Beach Central","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",945,
"Bucklands Beach Central","Work at home","Total people - age group","Total people - sex","2018",105,
"Bucklands Beach Central","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",591,
"Bucklands Beach Central","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",105,
"Bucklands Beach Central","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Bucklands Beach Central","Public bus","Total people - age group","Total people - sex","2018",15,
"Bucklands Beach Central","Train","Total people - age group","Total people - sex","2018",12,
"Bucklands Beach Central","Bicycle","Total people - age group","Total people - sex","2018",9,
"Bucklands Beach Central","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Bucklands Beach Central","Ferry","Total people - age group","Total people - sex","2018",36,
"Farm Cove","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1317,
"Farm Cove","Work at home","Total people - age group","Total people - sex","2018",135,
"Farm Cove","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",840,
"Farm Cove","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",177,
