Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Mountview","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",6,
"Mountview","Train","Total people - age group","Total people - sex","2018",0,
"Mountview","Bicycle","Total people - age group","Total people - sex","2018",0,
"Bird Area","Work at home","Total people - age group","Total people - sex","2018",216,
"Bird Area","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",222,
"Bird Area","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",48,
"Bird Area","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Bird Area","Train","Total people - age group","Total people - sex","2018",0,
"Bird Area","Bicycle","Total people - age group","Total people - sex","2018",6,
"Hilltop (Taupo District)","Work at home","Total people - age group","Total people - sex","2018",180,
"Hilltop (Taupo District)","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",543,
"Hilltop (Taupo District)","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",54,
"Hilltop (Taupo District)","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Hilltop (Taupo District)","Train","Total people - age group","Total people - sex","2018",0,
"Hilltop (Taupo District)","Bicycle","Total people - age group","Total people - sex","2018",9,
"Waipahihi","Work at home","Total people - age group","Total people - sex","2018",183,
"Waipahihi","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",141,
"Waipahihi","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Waipahihi","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",18,
"Waipahihi","Train","Total people - age group","Total people - sex","2018",0,
"Waipahihi","Bicycle","Total people - age group","Total people - sex","2018",0,
"Richmond Heights","Work at home","Total people - age group","Total people - sex","2018",135,
"Richmond Heights","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",99,
"Richmond Heights","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",36,
"Richmond Heights","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Richmond Heights","Train","Total people - age group","Total people - sex","2018",0,
"Richmond Heights","Bicycle","Total people - age group","Total people - sex","2018",3,
"Wharewaka","Work at home","Total people - age group","Total people - sex","2018",66,
"Wharewaka","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",144,
"Wharewaka","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",33,
"Wharewaka","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Wharewaka","Train","Total people - age group","Total people - sex","2018",0,
"Wharewaka","Bicycle","Total people - age group","Total people - sex","2018",12,
"Kaimanawa","Work at home","Total people - age group","Total people - sex","2018",21,
"Kaimanawa","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",21,
"Kaimanawa","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",3,
"Kaimanawa","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3,
"Kaimanawa","Train","Total people - age group","Total people - sex","2018",0,
"Kaimanawa","Bicycle","Total people - age group","Total people - sex","2018",0,
"Waitahanui","Work at home","Total people - age group","Total people - sex","2018",54,
"Waitahanui","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",60,
"Waitahanui","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",15,
"Waitahanui","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3,
"Waitahanui","Train","Total people - age group","Total people - sex","2018",0,
"Waitahanui","Bicycle","Total people - age group","Total people - sex","2018",0,
"Turangi","Work at home","Total people - age group","Total people - sex","2018",180,
"Turangi","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",471,
"Turangi","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",105,
"Turangi","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Turangi","Train","Total people - age group","Total people - sex","2018",0,
"Turangi","Bicycle","Total people - age group","Total people - sex","2018",24,
"Rangataiki","Work at home","Total people - age group","Total people - sex","2018",27,
"Rangataiki","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",12,
"Rangataiki","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",15,
"Rangataiki","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",0,
"Rangataiki","Train","Total people - age group","Total people - sex","2018",0,
"Rangataiki","Bicycle","Total people - age group","Total people - sex","2018",0,
"Taharua","Work at home","Total people - age group","Total people - sex","2018",24,
"Taharua","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",18,
"Taharua","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",3,
"Taharua","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",0,
"Taharua","Train","Total people - age group","Total people - sex","2018",0,
"Taharua","Bicycle","Total people - age group","Total people - sex","2018",0,
"Te More","Work at home","Total people - age group","Total people - sex","2018",,c
"Te More","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",,c
"Te More","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Te More","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Te More","Train","Total people - age group","Total people - sex","2018",,c
"Te More","Bicycle","Total people - age group","Total people - sex","2018",,c
"Waiau","Work at home","Total people - age group","Total people - sex","2018",45,
"Waiau","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",39,
"Waiau","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",9,
"Waiau","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3,
"Waiau","Train","Total people - age group","Total people - sex","2018",0,
"Waiau","Bicycle","Total people - age group","Total people - sex","2018",0,
"Waihi Beach-Bowentown","Work at home","Total people - age group","Total people - sex","2018",198,
"Waihi Beach-Bowentown","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",294,
"Waihi Beach-Bowentown","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",51,
"Waihi Beach-Bowentown","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Waihi Beach-Bowentown","Train","Total people - age group","Total people - sex","2018",0,
"Waihi Beach-Bowentown","Bicycle","Total people - age group","Total people - sex","2018",9,
"Tahawai","Work at home","Total people - age group","Total people - sex","2018",297,
"Tahawai","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",120,
"Tahawai","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",39,
"Tahawai","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",6,
