Area,Ethnic group,Number of languages spoken,Age group,Sex,Year,Value,Flags
"Waitahanui","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",402,
"Turangi","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1776,
"Turangi","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2163,
"Arahiwi","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",129,
"Arahiwi","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Ngakuru","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1554,
"Ngakuru","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",363,
"Golden Springs","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1413,
"Golden Springs","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",528,
"Oceanic Waikato Region East","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Oceanic Waikato Region East","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Inlets Waikato Region","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Inlets Waikato Region","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Oceanic Waikato Region West","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Oceanic Waikato Region West","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Rangataiki","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",114,
"Rangataiki","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Waiau","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",276,
"Waiau","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",96,
"Waihi Beach-Bowentown","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2232,
"Waihi Beach-Bowentown","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",363,
"Tahawai","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1659,
"Tahawai","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",195,
"Athenree","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",741,
"Athenree","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",111,
"Aongatete","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2925,
"Aongatete","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",366,
"Katikati","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3942,
"Katikati","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",576,
"Inlet Tauranga Harbour North","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Inlet Tauranga Harbour North","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Matakana Island","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Matakana Island","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",174,
"Pahoia","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3009,
